STABBREV,STATNAM,POP1980,POP1990,POP2000,POP2010,POP2020
SD,South Dakota,14220,14817,16481,17022,17765
WA,Washington,7838,10035,14077,15769,17788
NC,North Carolina,14409,14867,17167,17797,17806
VA,Virginia,9334,10913,13146,15935,17810
FL,Florida,5767,9667,14437,16939,17864
TN,Tennessee,20318,19437,19797,18787,17864
TX,Texas,19083,18126,17943,18550,17867
MS,Mississippi,19865,18481,19661,19564,17889
NY,New York,17686,18662,19224,18343,17898
TN,Tennessee,16362,16549,17667,18313,17928
NC,North Carolina,21024,20388,19773,21282,17934
MI,Michigan,10952,13497,16571,17153,17939
TN,Tennessee,13745,13766,17499,18244,17948
AR,Arkansas,13008,13948,16464,17853,17958
FL,Florida,14894,16569,18733,19224,17968
MI,Michigan,11205,12200,15998,17525,17970
KY,Kentucky,13708,14716,16315,17565,17991
VA,Virginia,26039,25414,17482,18570,17996
GA,Georgia,8701,11077,14629,18411,18021
GA,Georgia,8702,10308,14422,18395,18035
WI,Wisconsin,12843,14181,16196,16557,18074
MO,Missouri,13980,14632,16492,17291,18135
PA,Pennsylvania,16675,17735,18236,18267,18136
GA,Georgia,13525,14153,16235,19286,18160
VA,Virginia,,,16897,17411,18170
MO,Missouri,16188,16758,17955,18815,18188
TX,Texas,13401,15125,17204,18212,18235
MS,Mississippi,9716,10750,13622,17786,18333
MS,Mississippi,15927,16527,19407,19568,18340
KS,Kansas,15207,15905,18426,19126,18368
TX,Texas,13785,13472,16252,17217,18385
KS,Kansas,20175,18958,19344,19754,18402
GA,Georgia,15565,15744,17419,18236,18444
NC,North Carolina,14934,15419,17774,17818,18470
VA,Virginia,14041,15480,16718,17454,18477
MO,Missouri,15180,16037,17842,18145,18479
TN,Tennessee,14826,14669,16625,17959,18489
GA,Georgia,12215,13038,15912,18317,18500
IA,Iowa,18635,17381,18187,18499,18505
SC,South Carolina,18159,18191,21386,21090,18561
AR,Arkansas,16834,16558,18195,17969,18571
TX,Texas,21165,19153,18561,19372,18583
TX,Texas,13323,14338,13004,14786,18610
MS,Mississippi,21082,21120,21979,20634,18636
NC,North Carolina,16232,17265,19972,20972,18642
IA,Iowa,19306,19033,18815,18914,18662
AK,Alaska,10999,13656,16006,17013,18666
IL,Illinois,20818,19464,20452,19817,18679
LA,Louisiana,22981,20828,20247,20822,18687
CO,Colorado,22567,20185,20311,18831,18690
KY,Kentucky,15166,16248,17983,18846,18692
OH,Ohio,21302,20488,20293,19614,18806
MN,Minnesota,18382,18497,19718,19027,18843
MS,Mississippi,18434,17683,19163,19593,18850
SC,South Carolina,16150,16357,19181,19875,18862
GA,Georgia,8937,10224,13688,17869,18889
KY,Kentucky,15233,15360,17244,18656,18903
GA,Georgia,11391,11793,14406,15994,18915
OK,Oklahoma,15562,16779,19456,20252,18941
MO,Missouri,16784,16648,18132,18971,18956
MN,Minnesota,18448,18079,19526,19136,18968
TN,Tennessee,15957,15795,17929,18538,18990
CA,California,17895,18281,17945,18546,19016
WI,Wisconsin,18370,18651,19105,19051,19018
AL,Alabama,21680,21892,21399,20947,19051
AR,Arkansas,26538,24319,24209,21853,19062
WV,West Virginia,49899,35233,27329,22113,19111
AL,Alabama,21481,20699,20949,19746,19123
ID,Idaho,11972,11844,15181,16719,19123
SD,South Dakota,19195,18253,17023,17398,19149
IN,Indiana,19346,19107,18899,19338,19170
NM,New Mexico,15695,16702,18018,19846,19191
MD,Maryland,16695,17842,19197,20197,19198
AR,Arkansas,17007,17347,20229,20662,19221
KY,Kentucky,15402,14890,17445,18199,19288
AL,Alabama,25047,23084,22539,21027,19323
NC,North Carolina,12984,14416,18324,20510,19328
KS,Kansas,22304,21374,22605,21603,19362
MO,Missouri,12183,13859,17180,19056,19394
NM,New Mexico,17599,18115,18343,17950,19419
TX,Texas,14830,15818,17867,19816,19435
CO,Colorado,13227,12684,16242,17809,19476
IA,Iowa,22503,19950,20296,19848,19485
KY,Kentucky,5929,6801,11766,17061,19490
WI,Wisconsin,19978,19505,20740,19977,19491
OK,Oklahoma,18575,18421,21038,22683,19495
IA,Iowa,25488,21843,22008,20880,19509
AL,Alabama,26829,24928,24105,21452,19532
LA,Louisiana,19015,19211,21360,20267,19539
KY,Kentucky,17022,17468,19923,20813,19555
KY,Kentucky,17910,16499,18212,19820,19581
WY,Wyoming,12177,12625,14573,18106,19581
KY,Kentucky,14673,15145,16405,17327,19594
UT,Utah,12565,12645,14371,18607,19596
GA,Georgia,18758,18949,20511,20166,19637
FL,Florida,14723,15778,18564,19927,19653
TX,Texas,16883,17205,18628,19807,19653
TX,Texas,17268,16490,20785,20202,19663
MT,Montana,17752,17481,18837,19687,19677
MO,Missouri,19806,19041,20454,21159,19707
GA,Georgia,11897,13328,15636,18758,19716
IL,Illinois,19774,19464,19922,19980,19740
AL,Alabama,22651,23968,24324,23068,19772
LA,Louisiana,24141,22387,21263,20767,19774
MS,Mississippi,19135,19517,21216,20747,19779
CA,California,17340,19739,20824,20007,19790
TX,Texas,16223,16646,20871,21766,19798
TN,Tennessee,11707,13694,17808,19109,19802
IN,Indiana,19361,19490,20391,20952,19810
TX,Texas,18903,18840,20013,20097,19824
IN,Indiana,18677,18409,19306,19840,19867
TN,Tennessee,14935,14143,17712,19166,19904
WI,Wisconsin,18817,18901,19680,20689,19913
GA,Georgia,16955,17607,19171,21796,19925
SD,South Dakota,17820,17503,18741,19504,19956
TX,Texas,17410,17274,19117,19719,19965
GA,Georgia,18842,19112,21176,21187,19988
MN,Minnesota,24687,22914,21802,20840,20025
LA,Louisiana,22187,20629,20981,20725,20043
AR,Arkansas,23635,21621,23587,22609,20065
IA,Iowa,21876,20847,21310,21056,20070
TN,Tennessee,13589,14360,17423,18723,20080
GA,Georgia,11572,12883,15457,17868,20097
TX,Texas,19574,19053,20647,21381,20106
GA,Georgia,19489,20011,21996,23439,20128
TX,Texas,17495,17705,20082,22134,20164
KS,Kansas,25682,23693,22835,21607,20184
LA,Louisiana,21495,20879,21216,22102,20192
KY,Kentucky,19405,19236,19360,19985,20252
AR,Arkansas,17026,17759,21139,22185,20263
NM,New Mexico,10997,12219,19411,20497,20269
IN,Indiana,19722,18809,20165,20155,20306
TX,Texas,19004,18690,19210,19263,20337
KY,Kentucky,22752,21746,24556,21730,20345
VA,Virginia,37989,31333,26978,24098,20355
UT,Utah,22179,20228,20422,21403,20412
KY,Kentucky,16861,16312,18648,20059,20432
WY,Wyoming,13021,18705,19742,21118,20450
NC,North Carolina,16117,15384,18974,21362,20451
WV,West Virginia,23675,21382,22108,21720,20463
OK,Oklahoma,21172,18976,18486,20081,20470
IN,Indiana,23239,21512,21806,21253,20478
IN,Indiana,19335,18840,20511,20836,20480
IA,Iowa,18890,19226,20336,20145,20482
VA,Virginia,7625,10297,15244,18403,20552
TX,Texas,18823,18383,20390,20874,20557
WI,Wisconsin,19539,18878,20187,20574,20563
IA,Iowa,22900,20844,21093,20958,20565
KY,Kentucky,14128,14628,17800,19956,20588
SC,South Carolina,19868,20293,23478,22621,20589
MA,Massachusetts,8942,11639,14987,16535,20600
GA,Georgia,21229,22411,22534,21992,20613
WA,Washington,13267,13603,16428,18728,20613
TX,Texas,26304,25689,23857,22150,20617
IA,Iowa,20401,19444,20221,20638,20646
WI,Wisconsin,13457,15682,18643,20875,20654
AR,Arkansas,19505,19151,20336,21273,20715
LA,Louisiana,24045,22540,22763,22802,20758
IA,Iowa,22951,21423,21421,20816,20760
MI,Michigan,16436,18681,21645,21699,20770
GA,Georgia,18064,19745,21967,21679,20784
IN,Indiana,21107,18993,21751,21475,20817
IA,Iowa,20774,19965,20411,20260,20823
TX,Texas,7084,10562,17645,20485,20851
NE,Nebraska,15508,16607,18780,20234,20865
MN,Minnesota,14773,15731,17731,20087,20867
IL,Illinois,21714,21412,23094,22350,20945
SC,South Carolina,20700,22295,23454,23956,20948
IL,Illinois,23923,22261,22893,22363,20990
MO,Missouri,13807,15574,19309,20565,21006
TN,Tennessee,16604,17300,19757,21987,21035
LA,Louisiana,22084,22753,23388,23421,21039
LA,Louisiana,21167,20690,22803,22721,21107
AR,Arkansas,20144,20557,22486,22353,21131
WI,Wisconsin,16831,16588,19100,20449,21145
MO,Missouri,15916,16595,18979,20743,21184
